consumer_id,mean,median,min,max,std,var,range,iqr,cv,skew,kurtosis,diff1_mean,diff1_std,abs_diff_mean,lag1_auto,lag2_auto,t_diff_mean,t_diff_std,t_mae,t_corr
MTR_A_01,-1.384884750439512,-1.5607679340486476,-1.1495535993841552,-1.320655827272552,-2.003161961175329,-1.97389948508544,-0.6243078342970777,0.4598009360292372,-1.5986560835108836,1.5562658584824014,-0.3429440676264205,-0.017439214429019873,-1.3301615187378864,-1.1478457620736675,0.5269828900639362,0.08935072769027586,-1.3387220077696687,0.04848803030473287,1.462080626585571,0.2063205210953137
MTR_A_02,-0.40967706816250926,-0.4747650413969976,-0.6056444141854085,-0.0056617799261330475,0.8063779687386701,0.8022340338419077,2.0392106155230274,-0.1509596608658674,0.8825168751141408,1.2508961625625608,0.5675648359704913,0.26319182235928107,0.591503717574553,0.9550179489072644,-0.228185003983784,1.1219994398925237,-0.3629961375576422,-1.2146859236541203,0.21504221804099324,1.1872922964315726
MTR_A_03,1.6959609837664356,1.5760558717648698,1.376397531877815,1.9850930973066492,-0.1782784185268465,-0.18652747406667025,2.1332171490460943,-0.1611390041476743,-0.5950123655257387,0.8082471620075992,0.5035854996804849,0.9246792662173743,0.6730395822320602,0.7786908675517166,-0.7680720217948692,0.008680402607881492,1.743760769619946,0.8587735230975787,-0.4397975998814468,-0.8803182955247091
MTR_A_04,0.3263027461200135,0.07056688323920997,-0.20923602497278476,0.30482292569733055,0.22463128358226309,0.21599929094380327,1.7571910149539163,-1.2197907054323294,0.1336436438740065,0.18200183374915746,1.1876939327371767,-0.4784759177240166,0.37482730895754307,1.3795090706891817,-0.2647613021084439,-0.38056656842985037,0.3733747481520983,-0.8990898504317107,-0.7210541947478628,0.8926786743396719
MTR_A_05,-0.5214216643967247,-0.7031519158173019,-0.43048721895191694,-0.5992354818533421,-1.1748679843008765,-1.1698959057700453,-0.5929723231227518,0.34782815993190747,-1.0076537753392558,1.2055508166761202,-0.09957623215373335,-1.099873213469479,-1.8562638373383595,-1.3307034760719718,1.4152769299172239,0.1893143295223026,-0.4748001105817369,-1.536847821271519,0.3579346562199983,1.4937159817825911
MTR_A_06,-1.6494912327196143,-1.4815316714946318,-1.453773991105498,-1.567217211150015,-0.7116017665573924,-0.7149498377119188,-0.43629476725094424,0.07298589132902358,-0.27625221087293494,1.79622722338834,-0.7403617608157808,-2.563163619579731,-1.5439604400050322,-1.9641748424233587,1.2779410926119537,1.3313810354253663,-1.6034690917791865,-0.20995122732562646,1.8004438824847968,0.27848863995506423
MTR_B_01,-0.8178989646169399,-0.6751861760923661,-1.0389280023945762,-0.3070145824430066,-0.2324445244451129,-0.24042422210648332,2.4779077719640354,-1.6778611531036869,-0.020287883762978475,0.5266116157438968,3.5883311948629477,-0.09761951065422432,1.0448337270418249,0.9288954183360582,-1.194436757691414,-1.9841727559407016,-0.8446586762723549,1.7821965333498546,0.8306369297030034,-2.0336514481045884
MTR_B_02,1.6688117684841588,1.7065626571478856,1.2749907346373588,1.5376298450845949,0.5163802638455797,0.5092544964458393,0.9424677244206418,-0.33418783993445667,0.07773646406582592,-0.7581599125478301,2.0271365601378113,1.1852652289493315,0.5165578219345027,1.3860397033319551,-0.2915659288278165,-0.9419915204075138,1.6433733994750739,0.5598153011835321,-0.5509920676193322,-0.5142306100611629
MTR_B_03,1.6184480068011173,1.869696138876682,0.8601447459264631,1.354991782953158,1.5744727563028116,1.5853786749328023,1.7258555037795014,1.0603821896426506,1.1050686294306211,-0.766364367595263,1.4560695757038649,1.5260314879064931,1.665897936858337,1.3403252748323196,-1.0004411181489483,-0.9032848631586714,1.5929828764219611,1.1079432291879938,-0.6008031640268029,-0.9609351312348541
MTR_B_04,-1.1293280065868267,-1.2345009705910548,-0.937521205154146,-1.2567325055265515,0.37810622385619463,0.37007982754236307,-1.1256760130867371,0.022089174921030696,0.651311083790363,-0.20288862963394338,-0.34641715541488666,0.6640933034854173,-0.854482064427753,-0.3119247837954549,1.0492331129671861,1.275338639731757,-1.156253199682814,-0.011054493358769254,1.2288741297687846,0.07159931270315269
